Index,AnomalyScore,Anomaly
0,0.7940073511074256,0
1,1.0454558930868791,0
2,0.87679994697979,0
3,1.0797224710249649,0
4,0.8411741989149835,0
5,1.2478551066988852,0
6,0.8256384221797056,0
7,0.8807639560480738,0
8,1.3531420620649184,0
9,0.9752115876561406,0
10,0.980098328373072,0
11,1.4482603634148765,0
12,0.8717318153887788,0
13,1.1395804853923956,0
14,0.7499702553959157,0
15,0.9877704802645648,0
16,1.14626896742747,0
17,0.91813446525764,0
18,1.3530497331067353,0
19,1.0484440414193903,0
20,0.8249725019410907,0
21,1.6086225167258752,0
22,0.7379274943965537,0
23,1.006409284317374,0
24,1.2021287943066028,0
25,0.7225255589003087,0
26,0.924734722061833,0
27,1.0748225755664054,0
28,1.0112035226432152,0
29,0.9333027643821136,0
30,1.0722216031998737,0
31,1.486768582694109,0
32,0.9590998006531207,0
33,0.9879116848208959,0
34,0.8108345562761697,0
35,1.028292172440886,0
36,1.1418701531956297,0
37,0.9306077554917254,0
38,0.6897654769656607,0
39,1.1691218455366112,0
40,1.0510226778516059,0
41,1.0149601562094177,0
42,1.1186653654184253,0
43,1.0021180273751416,0
44,0.798539789340042,0
45,0.8520418431741129,0
46,1.0152035222145164,0
47,0.9919497285719805,0
48,0.9716987015973798,0
49,1.0130326660805207,0
50,1.2357388047428213,0
51,1.243134134734239,0
52,1.0547030336668495,0
53,1.0024555183591304,0
54,0.955914537927133,0
55,0.7172124961252999,0
56,0.7745044115520104,0
57,1.0963847018845951,0
58,1.2206997430128124,0
59,0.8368084467890088,0
60,0.6691228669068263,0
61,0.9042607016041002,0
62,0.7631709698105942,0
63,0.9503566683624634,0
64,0.8098137737660438,0
65,0.9945553911635576,0
66,1.1067272960094447,0
67,1.0216721140350546,0
68,0.8448701215822377,0
69,1.3680947428476136,0
70,1.0376933206303196,0
71,0.9602140244377013,0
72,1.1198696755612678,0
73,1.0555339290439418,0
74,0.9752711751487729,0
75,0.7199645590286113,0
76,0.9951080405926064,0
77,1.1669747734720364,0
78,0.7890715380529678,0
79,1.0806077744784697,0
80,1.0557249515468454,0
81,1.0354952766024044,0
82,0.7401982030140456,0
83,0.6594608646260157,0
84,1.0388473592207494,0
85,0.6382214522163789,0
86,1.5064001718475382,0
87,1.108059490505653,0
88,1.115522030586428,0
89,1.1226770875727778,0
90,1.0458842121976222,0
91,1.270013447675074,0
92,1.0365379980156528,0
93,0.8830668036048236,0
94,0.8707661308572285,0
95,0.9213962882121761,0
96,0.7213504037537235,0
97,1.014610744991396,0
98,0.9695754199386774,0
99,0.8275140626226053,0
100,1.1126072073496223,0
101,1.0197573854790642,0
102,0.7906792539313531,0
103,1.128917845221989,0
104,1.1173450485343557,0
105,0.8990378125694279,0
106,1.3338810407304407,0
107,1.0530987094648514,0
108,0.8689764577915261,0
109,0.6752271724441944,0
110,0.976041517730701,0
111,0.7302031910071349,0
112,0.9870755617383843,0
113,0.9717386224782629,0
114,616799341.6278126,1
115,0.9263853883248722,0
116,0.772853779690093,0
117,0.852083720277967,0
118,1.0629331812612575,0
119,0.9849643779522153,0
120,0.8825451166533198,0
121,0.8044620075383342,0
122,1.0475675230179815,0
123,1.015480660263307,0
124,0.8864667093917241,0
125,0.8935714160297812,0
126,1.0585765920598607,0
127,1.0248825736008036,0
128,1.1383519270214173,0
129,0.9546716001066645,0
130,1.1917008112658878,0
131,0.7950351665947845,0
132,1.0330242658774584,0
133,1.024323933795739,0
134,1.0417608065946238,0
135,0.8340184407813189,0
136,1.0411717302586232,0
137,1.2412372598891266,0
138,1.1518044727839694,0
139,0.9947477934179336,0
140,1.1833565950312825,0
141,1.0396968996700766,0
142,1.0281437180641106,0
143,1.0413004262964514,0
144,0.8990936779993908,0
145,0.8472901458147472,0
146,0.9639768450817979,0
147,0.8493917378170721,0
148,1.3745689574083158,0
149,0.8475819587033429,0
150,1.03394720434487,0
151,0.8939227106504637,0
152,0.7525846400430721,0
153,1.2685386580682956,0
154,1.0260036504719436,0
155,0.7454601478945961,0
156,0.7599242248627006,0
157,1.0717386518599026,0
158,0.8596979193942996,0
159,1.1244706662692292,0
160,1.0557946409362087,0
161,1.1913356109342041,0
162,0.8901023767816418,0
163,0.7272556455006506,0
164,1.0866164006346783,0
165,0.9890706914064742,0
166,0.9691384866565018,0
167,0.9427551420809931,0
168,1.078216869778457,0
169,0.9896726122260854,0
170,0.841952441987017,0
171,0.8678700143045165,0
172,0.9764050649922069,0
173,1.0636272307589207,0
174,0.6655836182254815,0
175,1.2677288991372269,0
176,1.0026921965676854,0
177,0.7491880539734845,0
178,1.0606884362560087,0
179,1.1990145534184027,0
180,0.9623513012994351,0
181,0.776318915733995,0
182,1.2021091968627733,0
183,0.8181001335474827,0
184,0.7985535867835882,0
185,1.2036909001379363,0
186,0.8771173138018752,0
187,0.7463330427616195,0
188,1.4569431161142565,0
189,1.01024370458559,0
190,0.9098052464537328,0
191,1.319816892403267,0
192,0.8833970391758954,0
193,0.8438142146093263,0
194,1.1936111294221856,0
195,1.0381985789094914,0
196,1.4477810174474386,0
197,0.9683024650300088,0
198,0.9736076741613051,0
199,0.7340573886735774,0
200,0.8826297750311454,0
201,1.0838831730347755,0
202,0.7291066767711498,0
203,0.9145731157722955,0
204,0.8508946852566467,0
205,0.854468990982268,0
206,0.7267775842794181,0
207,0.6868702386902735,0
208,1.0187726279640281,0
209,1.0294907164157396,0
210,1.0643357716394357,0
211,0.9767416469710277,0
212,1.0746176779814196,0
213,1.0626319156258186,0
214,1.0724598652144834,0
215,0.9394887077087938,0
216,1.4732051514163351,0
217,0.9759618018489982,0
218,0.7885231940589938,0
219,1.0067084512754783,0
220,1.0441874325295588,0
221,1.243804433263345,0
222,0.844236562878741,0
223,0.6688370432914429,0
224,0.9171364472138582,0
225,1.022503858791873,0
226,1.18870246393177,0
227,1.0634031452440977,0
228,0.7215934662134792,0
229,0.8712091908881903,0
230,0.7263780873910294,0
231,1.0618750766225156,0
232,1.2223308575255074,0
233,1.0467098533638515,0
234,1.0905149947917392,0
235,1.274701572931605,0
236,1.051699123855306,0
237,1.1635789535557695,0
238,0.8433704695494292,0
239,0.9682811192928011,0
240,0.912944148249732,0
241,1.1141669920689643,0
242,0.8948394310070681,0
243,0.935143956808413,0
244,0.9471057203171793,0
245,0.6714690607513449,0
246,1.2887947976568193,0
247,1.282036874455396,0
248,1.0247891175807249,0
249,1.1963412122950203,0
250,1.0927090338632306,0
251,1.0760032176578251,0
252,1.077112415492659,0
253,0.8569020929380442,0
254,1.0521102827911384,0
255,1.045839545894119,0
256,1.1017497751373295,0
257,0.9421429155250935,0
258,0.8820363967338121,0
259,1.0994120105521963,0
260,1.3834307355813371,0
261,1.0575544812390292,0
262,0.709511905197522,0
263,1.003012559562829,0
264,0.9276315264177378,0
265,1.0339190114788592,0
266,0.8026883679636618,0
267,1.036272710049771,0
268,1.009780512840312,0
269,0.9738001142994208,0
270,1.1235627306126188,0
271,1.2219362025344778,0
272,0.9307342993627702,0
273,1.1462081431427622,0
274,1.1387672837768987,0
275,1.1301589316495901,0
276,1.45058438908987,0
277,1.1124645164850542,0
278,0.9247176372084692,0
279,0.8912674805663117,0
280,0.9567542232773317,0
281,0.994933883992079,0
282,1.1304402385891086,0
283,0.9255597589483372,0
284,1.0584328262116451,0
285,0.6173344663574436,0
286,1.1279769819365575,0
287,0.9160531914307565,0
288,1.195926626195776,0
289,0.8142340119252813,0
290,0.9557867142019661,0
291,1.4428878593685937,0
292,0.9320728791185008,0
