score,is_anomaly
0.7940073511074256,0
1.0454558930868791,0
0.87679994697979,0
1.0797224710249649,0
0.8411741989149835,0
1.2478551066988852,0
0.8256384221797056,0
0.8807639560480738,0
1.3531420620649184,0
0.9752115876561406,0
0.980098328373072,0
1.4482603634148765,0
0.8717318153887788,0
1.1395804853923956,0
0.7499702553959157,0
0.9877704802645648,0
1.14626896742747,0
0.91813446525764,0
1.3530497331067353,0
1.0484440414193903,0
0.8249725019410907,0
1.6086225167258752,0
0.7379274943965537,0
1.006409284317374,0
1.2021287943066028,0
0.7225255589003087,0
0.924734722061833,0
1.0748225755664054,0
1.0112035226432152,0
0.9333027643821136,0
1.0722216031998737,0
1.486768582694109,0
0.9590998006531207,0
0.9879116848208959,0
0.8108345562761697,0
1.028292172440886,0
1.1418701531956297,0
0.9306077554917254,0
0.6897654769656607,0
1.1691218455366112,0
1.0510226778516059,0
1.0149601562094177,0
1.1186653654184253,0
1.0021180273751416,0
0.798539789340042,0
0.8520418431741129,0
1.0152035222145164,0
0.9919497285719805,0
0.9716987015973798,0
1.0130326660805207,0
1.2357388047428213,0
1.243134134734239,0
1.0547030336668495,0
1.0024555183591304,0
0.955914537927133,0
0.7172124961252999,0
0.7745044115520104,0
1.0963847018845951,0
1.2206997430128124,0
0.8368084467890088,0
0.6691228669068263,0
0.9042607016041002,0
0.7631709698105942,0
0.9503566683624634,0
0.8098137737660438,0
0.9945553911635576,0
1.1067272960094447,0
1.0216721140350546,0
0.8448701215822377,0
1.3680947428476136,0
1.0376933206303196,0
0.9602140244377013,0
1.1198696755612678,0
1.0555339290439418,0
0.9752711751487729,0
0.7199645590286113,0
0.9951080405926064,0
1.1669747734720364,0
0.7890715380529678,0
1.0806077744784697,0
1.0557249515468454,0
1.0354952766024044,0
0.7401982030140456,0
0.6594608646260157,0
1.0388473592207494,0
0.6382214522163789,0
1.5064001718475382,0
1.108059490505653,0
1.115522030586428,0
1.1226770875727778,0
1.0458842121976222,0
1.270013447675074,0
1.0365379980156528,0
0.8830668036048236,0
0.8707661308572285,0
0.9213962882121761,0
0.7213504037537235,0
1.014610744991396,0
0.9695754199386774,0
0.8275140626226053,0
1.1126072073496223,0
1.0197573854790642,0
0.7906792539313531,0
1.128917845221989,0
1.1173450485343557,0
0.8990378125694279,0
1.3338810407304407,0
1.0530987094648514,0
0.8689764577915261,0
0.6752271724441944,0
0.976041517730701,0
0.7302031910071349,0
0.9870755617383843,0
0.9717386224782629,0
616799341.6278126,1
0.9263853883248722,0
0.772853779690093,0
0.852083720277967,0
1.0629331812612575,0
0.9849643779522153,0
0.8825451166533198,0
0.8044620075383342,0
1.0475675230179815,0
1.015480660263307,0
0.8864667093917241,0
0.8935714160297812,0
1.0585765920598607,0
1.0248825736008036,0
1.1383519270214173,0
0.9546716001066645,0
1.1917008112658878,0
0.7950351665947845,0
1.0330242658774584,0
1.024323933795739,0
1.0417608065946238,0
0.8340184407813189,0
1.0411717302586232,0
1.2412372598891266,0
1.1518044727839694,0
0.9947477934179336,0
1.1833565950312825,0
1.0396968996700766,0
1.0281437180641106,0
1.0413004262964514,0
0.8990936779993908,0
0.8472901458147472,0
0.9639768450817979,0
0.8493917378170721,0
1.3745689574083158,0
0.8475819587033429,0
1.03394720434487,0
0.8939227106504637,0
0.7525846400430721,0
1.2685386580682956,0
1.0260036504719436,0
0.7454601478945961,0
0.7599242248627006,0
1.0717386518599026,0
0.8596979193942996,0
1.1244706662692292,0
1.0557946409362087,0
1.1913356109342041,0
0.8901023767816418,0
0.7272556455006506,0
1.0866164006346783,0
0.9890706914064742,0
0.9691384866565018,0
0.9427551420809931,0
1.078216869778457,0
0.9896726122260854,0
0.841952441987017,0
0.8678700143045165,0
0.9764050649922069,0
1.0636272307589207,0
0.6655836182254815,0
1.2677288991372269,0
1.0026921965676854,0
0.7491880539734845,0
1.0606884362560087,0
1.1990145534184027,0
0.9623513012994351,0
0.776318915733995,0
1.2021091968627733,0
0.8181001335474827,0
0.7985535867835882,0
1.2036909001379363,0
0.8771173138018752,0
0.7463330427616195,0
1.4569431161142565,0
1.01024370458559,0
0.9098052464537328,0
1.319816892403267,0
0.8833970391758954,0
0.8438142146093263,0
1.1936111294221856,0
1.0381985789094914,0
1.4477810174474386,0
0.9683024650300088,0
0.9736076741613051,0
0.7340573886735774,0
0.8826297750311454,0
1.0838831730347755,0
0.7291066767711498,0
0.9145731157722955,0
0.8508946852566467,0
0.854468990982268,0
0.7267775842794181,0
0.6868702386902735,0
1.0187726279640281,0
1.0294907164157396,0
1.0643357716394357,0
0.9767416469710277,0
1.0746176779814196,0
1.0626319156258186,0
1.0724598652144834,0
0.9394887077087938,0
1.4732051514163351,0
0.9759618018489982,0
0.7885231940589938,0
1.0067084512754783,0
1.0441874325295588,0
1.243804433263345,0
0.844236562878741,0
0.6688370432914429,0
0.9171364472138582,0
1.022503858791873,0
1.18870246393177,0
1.0634031452440977,0
0.7215934662134792,0
0.8712091908881903,0
0.7263780873910294,0
1.0618750766225156,0
1.2223308575255074,0
1.0467098533638515,0
1.0905149947917392,0
1.274701572931605,0
1.051699123855306,0
1.1635789535557695,0
0.8433704695494292,0
0.9682811192928011,0
0.912944148249732,0
1.1141669920689643,0
0.8948394310070681,0
0.935143956808413,0
0.9471057203171793,0
0.6714690607513449,0
1.2887947976568193,0
1.282036874455396,0
1.0247891175807249,0
1.1963412122950203,0
1.0927090338632306,0
1.0760032176578251,0
1.077112415492659,0
0.8569020929380442,0
1.0521102827911384,0
1.045839545894119,0
1.1017497751373295,0
0.9421429155250935,0
0.8820363967338121,0
1.0994120105521963,0
1.3834307355813371,0
1.0575544812390292,0
